index,label,prediction,result,filename
473,1,1,correct,correct/mnist_0473_label1_pred1.hex
474,8,8,correct,correct/mnist_0474_label8_pred8.hex
475,4,4,correct,correct/mnist_0475_label4_pred4.hex
476,1,1,correct,correct/mnist_0476_label1_pred1.hex
477,2,2,correct,correct/mnist_0477_label2_pred2.hex
478,5,5,correct,correct/mnist_0478_label5_pred5.hex
479,9,3,incorrect,incorrect/mnist_0479_label9_pred3.hex
480,1,1,correct,correct/mnist_0480_label1_pred1.hex
481,9,9,correct,correct/mnist_0481_label9_pred9.hex
482,7,7,correct,correct/mnist_0482_label7_pred7.hex
483,5,5,correct,correct/mnist_0483_label5_pred5.hex
484,4,4,correct,correct/mnist_0484_label4_pred4.hex
485,0,0,correct,correct/mnist_0485_label0_pred0.hex
486,8,5,incorrect,incorrect/mnist_0486_label8_pred5.hex
487,9,9,correct,correct/mnist_0487_label9_pred9.hex
488,9,7,incorrect,incorrect/mnist_0488_label9_pred7.hex
489,1,1,correct,correct/mnist_0489_label1_pred1.hex
490,0,0,correct,correct/mnist_0490_label0_pred0.hex
491,5,5,correct,correct/mnist_0491_label5_pred5.hex
492,2,2,correct,correct/mnist_0492_label2_pred2.hex
493,3,3,correct,correct/mnist_0493_label3_pred3.hex
494,7,7,correct,correct/mnist_0494_label7_pred7.hex
495,8,0,incorrect,incorrect/mnist_0495_label8_pred0.hex
496,9,9,correct,correct/mnist_0496_label9_pred9.hex
497,4,4,correct,correct/mnist_0497_label4_pred4.hex
498,0,0,correct,correct/mnist_0498_label0_pred0.hex
499,6,6,correct,correct/mnist_0499_label6_pred6.hex
500,3,3,correct,correct/mnist_0500_label3_pred3.hex
501,9,9,correct,correct/mnist_0501_label9_pred9.hex
502,5,3,incorrect,incorrect/mnist_0502_label5_pred3.hex
503,2,2,correct,correct/mnist_0503_label2_pred2.hex
504,1,1,correct,correct/mnist_0504_label1_pred1.hex
505,3,3,correct,correct/mnist_0505_label3_pred3.hex
506,1,1,correct,correct/mnist_0506_label1_pred1.hex
507,3,5,incorrect,incorrect/mnist_0507_label3_pred5.hex
508,6,0,incorrect,incorrect/mnist_0508_label6_pred0.hex
509,5,5,correct,correct/mnist_0509_label5_pred5.hex
510,7,2,incorrect,incorrect/mnist_0510_label7_pred2.hex
511,4,8,incorrect,incorrect/mnist_0511_label4_pred8.hex
512,2,2,correct,correct/mnist_0512_label2_pred2.hex
513,2,2,correct,correct/mnist_0513_label2_pred2.hex
514,6,2,incorrect,incorrect/mnist_0514_label6_pred2.hex
515,3,2,incorrect,incorrect/mnist_0515_label3_pred2.hex
516,2,2,correct,correct/mnist_0516_label2_pred2.hex
517,6,6,correct,correct/mnist_0517_label6_pred6.hex
518,5,5,correct,correct/mnist_0518_label5_pred5.hex
519,4,4,correct,correct/mnist_0519_label4_pred4.hex
520,8,1,incorrect,incorrect/mnist_0520_label8_pred1.hex
521,9,9,correct,correct/mnist_0521_label9_pred9.hex
522,7,7,correct,correct/mnist_0522_label7_pred7.hex
523,1,1,correct,correct/mnist_0523_label1_pred1.hex
524,3,3,correct,correct/mnist_0524_label3_pred3.hex
525,0,0,correct,correct/mnist_0525_label0_pred0.hex
526,3,3,correct,correct/mnist_0526_label3_pred3.hex
527,8,8,correct,correct/mnist_0527_label8_pred8.hex
528,3,2,incorrect,incorrect/mnist_0528_label3_pred2.hex
529,1,1,correct,correct/mnist_0529_label1_pred1.hex
530,9,9,correct,correct/mnist_0530_label9_pred9.hex
531,3,6,incorrect,incorrect/mnist_0531_label3_pred6.hex
532,4,4,correct,correct/mnist_0532_label4_pred4.hex
533,4,4,correct,correct/mnist_0533_label4_pred4.hex
534,6,6,correct,correct/mnist_0534_label6_pred6.hex
535,4,4,correct,correct/mnist_0535_label4_pred4.hex
536,2,1,incorrect,incorrect/mnist_0536_label2_pred1.hex
537,1,1,correct,correct/mnist_0537_label1_pred1.hex
538,8,8,correct,correct/mnist_0538_label8_pred8.hex
539,2,2,correct,correct/mnist_0539_label2_pred2.hex
540,5,5,correct,correct/mnist_0540_label5_pred5.hex
541,4,4,correct,correct/mnist_0541_label4_pred4.hex
542,8,8,correct,correct/mnist_0542_label8_pred8.hex
543,8,3,incorrect,incorrect/mnist_0543_label8_pred3.hex
544,4,4,correct,correct/mnist_0544_label4_pred4.hex
545,0,0,correct,correct/mnist_0545_label0_pred0.hex
546,0,0,correct,correct/mnist_0546_label0_pred0.hex
547,2,2,correct,correct/mnist_0547_label2_pred2.hex
548,3,3,correct,correct/mnist_0548_label3_pred3.hex
549,2,2,correct,correct/mnist_0549_label2_pred2.hex
550,7,7,correct,correct/mnist_0550_label7_pred7.hex
551,7,1,incorrect,incorrect/mnist_0551_label7_pred1.hex
552,0,0,correct,correct/mnist_0552_label0_pred0.hex
553,8,5,incorrect,incorrect/mnist_0553_label8_pred5.hex
554,7,7,correct,correct/mnist_0554_label7_pred7.hex
555,4,4,correct,correct/mnist_0555_label4_pred4.hex
556,4,4,correct,correct/mnist_0556_label4_pred4.hex
557,7,7,correct,correct/mnist_0557_label7_pred7.hex
558,9,9,correct,correct/mnist_0558_label9_pred9.hex
559,6,6,correct,correct/mnist_0559_label6_pred6.hex
560,9,9,correct,correct/mnist_0560_label9_pred9.hex
561,0,0,correct,correct/mnist_0561_label0_pred0.hex
562,9,4,incorrect,incorrect/mnist_0562_label9_pred4.hex
563,8,8,correct,correct/mnist_0563_label8_pred8.hex
564,0,0,correct,correct/mnist_0564_label0_pred0.hex
565,4,9,incorrect,incorrect/mnist_0565_label4_pred9.hex
566,6,6,correct,correct/mnist_0566_label6_pred6.hex
567,0,0,correct,correct/mnist_0567_label0_pred0.hex
568,6,6,correct,correct/mnist_0568_label6_pred6.hex
569,3,3,correct,correct/mnist_0569_label3_pred3.hex
570,5,5,correct,correct/mnist_0570_label5_pred5.hex
571,4,4,correct,correct/mnist_0571_label4_pred4.hex
572,8,8,correct,correct/mnist_0572_label8_pred8.hex
573,3,3,correct,correct/mnist_0573_label3_pred3.hex
574,3,3,correct,correct/mnist_0574_label3_pred3.hex
575,9,9,correct,correct/mnist_0575_label9_pred9.hex
576,3,3,correct,correct/mnist_0576_label3_pred3.hex
577,3,3,correct,correct/mnist_0577_label3_pred3.hex
578,3,2,incorrect,incorrect/mnist_0578_label3_pred2.hex
579,7,7,correct,correct/mnist_0579_label7_pred7.hex
580,8,8,correct,correct/mnist_0580_label8_pred8.hex
581,0,0,correct,correct/mnist_0581_label0_pred0.hex
582,8,1,incorrect,incorrect/mnist_0582_label8_pred1.hex
583,2,2,correct,correct/mnist_0583_label2_pred2.hex
584,1,1,correct,correct/mnist_0584_label1_pred1.hex
585,7,7,correct,correct/mnist_0585_label7_pred7.hex
586,0,0,correct,correct/mnist_0586_label0_pred0.hex
587,6,6,correct,correct/mnist_0587_label6_pred6.hex
588,5,5,correct,correct/mnist_0588_label5_pred5.hex
589,4,4,correct,correct/mnist_0589_label4_pred4.hex
590,3,3,correct,correct/mnist_0590_label3_pred3.hex
591,8,2,incorrect,incorrect/mnist_0591_label8_pred2.hex
592,0,0,correct,correct/mnist_0592_label0_pred0.hex
593,9,9,correct,correct/mnist_0593_label9_pred9.hex
594,6,6,correct,correct/mnist_0594_label6_pred6.hex
595,3,3,correct,correct/mnist_0595_label3_pred3.hex
596,8,8,correct,correct/mnist_0596_label8_pred8.hex
597,0,0,correct,correct/mnist_0597_label0_pred0.hex
598,9,9,correct,correct/mnist_0598_label9_pred9.hex
599,9,9,correct,correct/mnist_0599_label9_pred9.hex
600,6,6,correct,correct/mnist_0600_label6_pred6.hex
601,8,8,correct,correct/mnist_0601_label8_pred8.hex
602,6,6,correct,correct/mnist_0602_label6_pred6.hex
603,8,5,incorrect,incorrect/mnist_0603_label8_pred5.hex
604,5,5,correct,correct/mnist_0604_label5_pred5.hex
605,7,7,correct,correct/mnist_0605_label7_pred7.hex
606,8,8,correct,correct/mnist_0606_label8_pred8.hex
607,6,6,correct,correct/mnist_0607_label6_pred6.hex
608,0,0,correct,correct/mnist_0608_label0_pred0.hex
609,2,2,correct,correct/mnist_0609_label2_pred2.hex
610,4,2,incorrect,incorrect/mnist_0610_label4_pred2.hex
611,0,0,correct,correct/mnist_0611_label0_pred0.hex
612,2,2,correct,correct/mnist_0612_label2_pred2.hex
613,2,8,incorrect,incorrect/mnist_0613_label2_pred8.hex
614,3,3,correct,correct/mnist_0614_label3_pred3.hex
615,1,1,correct,correct/mnist_0615_label1_pred1.hex
616,9,9,correct,correct/mnist_0616_label9_pred9.hex
617,7,7,correct,correct/mnist_0617_label7_pred7.hex
618,5,3,incorrect,incorrect/mnist_0618_label5_pred3.hex
619,1,1,correct,correct/mnist_0619_label1_pred1.hex
620,0,0,correct,correct/mnist_0620_label0_pred0.hex
621,8,8,correct,correct/mnist_0621_label8_pred8.hex
622,4,4,correct,correct/mnist_0622_label4_pred4.hex
623,6,6,correct,correct/mnist_0623_label6_pred6.hex
624,2,1,incorrect,incorrect/mnist_0624_label2_pred1.hex
625,6,6,correct,correct/mnist_0625_label6_pred6.hex
626,7,7,correct,correct/mnist_0626_label7_pred7.hex
627,9,9,correct,correct/mnist_0627_label9_pred9.hex
628,3,9,incorrect,incorrect/mnist_0628_label3_pred9.hex
629,2,2,correct,correct/mnist_0629_label2_pred2.hex
630,9,9,correct,correct/mnist_0630_label9_pred9.hex
631,8,8,correct,correct/mnist_0631_label8_pred8.hex
632,2,2,correct,correct/mnist_0632_label2_pred2.hex
633,2,2,correct,correct/mnist_0633_label2_pred2.hex
634,9,9,correct,correct/mnist_0634_label9_pred9.hex
635,2,2,correct,correct/mnist_0635_label2_pred2.hex
636,7,7,correct,correct/mnist_0636_label7_pred7.hex
637,3,3,correct,correct/mnist_0637_label3_pred3.hex
638,5,0,incorrect,incorrect/mnist_0638_label5_pred0.hex
639,9,9,correct,correct/mnist_0639_label9_pred9.hex
640,1,1,correct,correct/mnist_0640_label1_pred1.hex
641,8,8,correct,correct/mnist_0641_label8_pred8.hex
642,0,0,correct,correct/mnist_0642_label0_pred0.hex
643,2,2,correct,correct/mnist_0643_label2_pred2.hex
644,0,0,correct,correct/mnist_0644_label0_pred0.hex
645,5,5,correct,correct/mnist_0645_label5_pred5.hex
646,2,2,correct,correct/mnist_0646_label2_pred2.hex
647,1,1,correct,correct/mnist_0647_label1_pred1.hex
648,3,3,correct,correct/mnist_0648_label3_pred3.hex
649,7,7,correct,correct/mnist_0649_label7_pred7.hex
650,6,6,correct,correct/mnist_0650_label6_pred6.hex
651,7,7,correct,correct/mnist_0651_label7_pred7.hex
652,1,1,correct,correct/mnist_0652_label1_pred1.hex
653,2,2,correct,correct/mnist_0653_label2_pred2.hex
654,5,5,correct,correct/mnist_0654_label5_pred5.hex
655,8,8,correct,correct/mnist_0655_label8_pred8.hex
656,0,0,correct,correct/mnist_0656_label0_pred0.hex
657,3,3,correct,correct/mnist_0657_label3_pred3.hex
658,7,9,incorrect,incorrect/mnist_0658_label7_pred9.hex
659,2,8,incorrect,incorrect/mnist_0659_label2_pred8.hex
660,4,4,correct,correct/mnist_0660_label4_pred4.hex
661,0,0,correct,correct/mnist_0661_label0_pred0.hex
662,9,9,correct,correct/mnist_0662_label9_pred9.hex
663,1,1,correct,correct/mnist_0663_label1_pred1.hex
664,8,8,correct,correct/mnist_0664_label8_pred8.hex
665,6,6,correct,correct/mnist_0665_label6_pred6.hex
666,7,7,correct,correct/mnist_0666_label7_pred7.hex
667,7,3,incorrect,incorrect/mnist_0667_label7_pred3.hex
668,4,4,correct,correct/mnist_0668_label4_pred4.hex
669,3,3,correct,correct/mnist_0669_label3_pred3.hex
670,4,4,correct,correct/mnist_0670_label4_pred4.hex
671,9,9,correct,correct/mnist_0671_label9_pred9.hex
672,1,1,correct,correct/mnist_0672_label1_pred1.hex
673,9,9,correct,correct/mnist_0673_label9_pred9.hex
674,5,0,incorrect,incorrect/mnist_0674_label5_pred0.hex
675,1,1,correct,correct/mnist_0675_label1_pred1.hex
676,7,7,correct,correct/mnist_0676_label7_pred7.hex
677,3,3,correct,correct/mnist_0677_label3_pred3.hex
678,9,9,correct,correct/mnist_0678_label9_pred9.hex
679,7,7,correct,correct/mnist_0679_label7_pred7.hex
680,6,6,correct,correct/mnist_0680_label6_pred6.hex
681,9,9,correct,correct/mnist_0681_label9_pred9.hex
682,1,1,correct,correct/mnist_0682_label1_pred1.hex
683,3,3,correct,correct/mnist_0683_label3_pred3.hex
684,7,2,incorrect,incorrect/mnist_0684_label7_pred2.hex
685,8,8,correct,correct/mnist_0685_label8_pred8.hex
686,3,3,correct,correct/mnist_0686_label3_pred3.hex
687,3,3,correct,correct/mnist_0687_label3_pred3.hex
688,6,6,correct,correct/mnist_0688_label6_pred6.hex
689,7,9,incorrect,incorrect/mnist_0689_label7_pred9.hex
690,2,2,correct,correct/mnist_0690_label2_pred2.hex
691,8,4,incorrect,incorrect/mnist_0691_label8_pred4.hex
692,5,5,correct,correct/mnist_0692_label5_pred5.hex
693,8,8,correct,correct/mnist_0693_label8_pred8.hex
694,5,5,correct,correct/mnist_0694_label5_pred5.hex
695,1,1,correct,correct/mnist_0695_label1_pred1.hex
696,1,1,correct,correct/mnist_0696_label1_pred1.hex
697,4,4,correct,correct/mnist_0697_label4_pred4.hex
698,4,4,correct,correct/mnist_0698_label4_pred4.hex
699,3,3,correct,correct/mnist_0699_label3_pred3.hex
700,1,1,correct,correct/mnist_0700_label1_pred1.hex
701,0,0,correct,correct/mnist_0701_label0_pred0.hex
702,7,7,correct,correct/mnist_0702_label7_pred7.hex
703,7,7,correct,correct/mnist_0703_label7_pred7.hex
704,0,0,correct,correct/mnist_0704_label0_pred0.hex
705,7,7,correct,correct/mnist_0705_label7_pred7.hex
706,9,9,correct,correct/mnist_0706_label9_pred9.hex
707,4,9,incorrect,incorrect/mnist_0707_label4_pred9.hex
708,4,4,correct,correct/mnist_0708_label4_pred4.hex
709,8,8,correct,correct/mnist_0709_label8_pred8.hex
710,5,5,correct,correct/mnist_0710_label5_pred5.hex
711,5,5,correct,correct/mnist_0711_label5_pred5.hex
712,4,4,correct,correct/mnist_0712_label4_pred4.hex
713,0,0,correct,correct/mnist_0713_label0_pred0.hex
714,8,5,incorrect,incorrect/mnist_0714_label8_pred5.hex
715,2,2,correct,correct/mnist_0715_label2_pred2.hex
716,1,1,correct,correct/mnist_0716_label1_pred1.hex
717,0,0,correct,correct/mnist_0717_label0_pred0.hex
718,8,8,correct,correct/mnist_0718_label8_pred8.hex
719,4,4,correct,correct/mnist_0719_label4_pred4.hex
720,5,2,incorrect,incorrect/mnist_0720_label5_pred2.hex
721,0,0,correct,correct/mnist_0721_label0_pred0.hex
722,4,4,correct,correct/mnist_0722_label4_pred4.hex
723,0,0,correct,correct/mnist_0723_label0_pred0.hex
724,6,6,correct,correct/mnist_0724_label6_pred6.hex
725,1,1,correct,correct/mnist_0725_label1_pred1.hex
726,7,7,correct,correct/mnist_0726_label7_pred7.hex
727,3,3,correct,correct/mnist_0727_label3_pred3.hex
728,2,2,correct,correct/mnist_0728_label2_pred2.hex
729,6,6,correct,correct/mnist_0729_label6_pred6.hex
730,7,7,correct,correct/mnist_0730_label7_pred7.hex
731,2,2,correct,correct/mnist_0731_label2_pred2.hex
732,6,6,correct,correct/mnist_0732_label6_pred6.hex
733,9,9,correct,correct/mnist_0733_label9_pred9.hex
734,3,3,correct,correct/mnist_0734_label3_pred3.hex
735,1,1,correct,correct/mnist_0735_label1_pred1.hex
736,4,4,correct,correct/mnist_0736_label4_pred4.hex
737,6,6,correct,correct/mnist_0737_label6_pred6.hex
738,2,2,correct,correct/mnist_0738_label2_pred2.hex
739,5,5,correct,correct/mnist_0739_label5_pred5.hex
740,4,9,incorrect,incorrect/mnist_0740_label4_pred9.hex
741,2,2,correct,correct/mnist_0741_label2_pred2.hex
742,0,0,correct,correct/mnist_0742_label0_pred0.hex
743,6,6,correct,correct/mnist_0743_label6_pred6.hex
744,2,2,correct,correct/mnist_0744_label2_pred2.hex
745,1,1,correct,correct/mnist_0745_label1_pred1.hex
746,7,7,correct,correct/mnist_0746_label7_pred7.hex
747,3,3,correct,correct/mnist_0747_label3_pred3.hex
748,4,4,correct,correct/mnist_0748_label4_pred4.hex
749,1,1,correct,correct/mnist_0749_label1_pred1.hex
750,0,0,correct,correct/mnist_0750_label0_pred0.hex
751,5,3,incorrect,incorrect/mnist_0751_label5_pred3.hex
752,4,4,correct,correct/mnist_0752_label4_pred4.hex
753,3,3,correct,correct/mnist_0753_label3_pred3.hex
754,1,1,correct,correct/mnist_0754_label1_pred1.hex
755,1,1,correct,correct/mnist_0755_label1_pred1.hex
756,7,7,correct,correct/mnist_0756_label7_pred7.hex
757,4,4,correct,correct/mnist_0757_label4_pred4.hex
758,9,9,correct,correct/mnist_0758_label9_pred9.hex
759,9,9,correct,correct/mnist_0759_label9_pred9.hex
760,4,4,correct,correct/mnist_0760_label4_pred4.hex
761,8,8,correct,correct/mnist_0761_label8_pred8.hex
762,4,4,correct,correct/mnist_0762_label4_pred4.hex
763,0,0,correct,correct/mnist_0763_label0_pred0.hex
764,2,2,correct,correct/mnist_0764_label2_pred2.hex
765,4,4,correct,correct/mnist_0765_label4_pred4.hex
766,5,5,correct,correct/mnist_0766_label5_pred5.hex
767,1,1,correct,correct/mnist_0767_label1_pred1.hex
768,1,1,correct,correct/mnist_0768_label1_pred1.hex
769,6,6,correct,correct/mnist_0769_label6_pred6.hex
770,4,4,correct,correct/mnist_0770_label4_pred4.hex
771,7,7,correct,correct/mnist_0771_label7_pred7.hex
772,1,1,correct,correct/mnist_0772_label1_pred1.hex
773,9,9,correct,correct/mnist_0773_label9_pred9.hex
774,4,4,correct,correct/mnist_0774_label4_pred4.hex
775,2,2,correct,correct/mnist_0775_label2_pred2.hex
776,4,4,correct,correct/mnist_0776_label4_pred4.hex
777,1,1,correct,correct/mnist_0777_label1_pred1.hex
778,5,5,correct,correct/mnist_0778_label5_pred5.hex
779,5,5,correct,correct/mnist_0779_label5_pred5.hex
780,3,3,correct,correct/mnist_0780_label3_pred3.hex
781,8,5,incorrect,incorrect/mnist_0781_label8_pred5.hex
782,3,3,correct,correct/mnist_0782_label3_pred3.hex
783,1,1,correct,correct/mnist_0783_label1_pred1.hex
784,4,4,correct,correct/mnist_0784_label4_pred4.hex
785,5,5,correct,correct/mnist_0785_label5_pred5.hex
786,6,6,correct,correct/mnist_0786_label6_pred6.hex
787,8,8,correct,correct/mnist_0787_label8_pred8.hex
788,9,9,correct,correct/mnist_0788_label9_pred9.hex
789,4,4,correct,correct/mnist_0789_label4_pred4.hex
790,1,1,correct,correct/mnist_0790_label1_pred1.hex
791,5,4,incorrect,incorrect/mnist_0791_label5_pred4.hex
792,3,3,correct,correct/mnist_0792_label3_pred3.hex
793,8,8,correct,correct/mnist_0793_label8_pred8.hex
794,0,0,correct,correct/mnist_0794_label0_pred0.hex
795,3,3,correct,correct/mnist_0795_label3_pred3.hex
796,2,2,correct,correct/mnist_0796_label2_pred2.hex
797,5,5,correct,correct/mnist_0797_label5_pred5.hex
798,1,1,correct,correct/mnist_0798_label1_pred1.hex
799,2,2,correct,correct/mnist_0799_label2_pred2.hex
800,8,5,incorrect,incorrect/mnist_0800_label8_pred5.hex
801,3,3,correct,correct/mnist_0801_label3_pred3.hex
802,4,4,correct,correct/mnist_0802_label4_pred4.hex
803,4,4,correct,correct/mnist_0803_label4_pred4.hex
804,0,0,correct,correct/mnist_0804_label0_pred0.hex
805,8,8,correct,correct/mnist_0805_label8_pred8.hex
806,8,8,correct,correct/mnist_0806_label8_pred8.hex
807,3,3,correct,correct/mnist_0807_label3_pred3.hex
808,3,3,correct,correct/mnist_0808_label3_pred3.hex
809,1,1,correct,correct/mnist_0809_label1_pred1.hex
810,7,2,incorrect,incorrect/mnist_0810_label7_pred2.hex
811,3,3,correct,correct/mnist_0811_label3_pred3.hex
812,5,5,correct,correct/mnist_0812_label5_pred5.hex
813,9,9,correct,correct/mnist_0813_label9_pred9.hex
814,6,6,correct,correct/mnist_0814_label6_pred6.hex
815,3,3,correct,correct/mnist_0815_label3_pred3.hex
816,2,2,correct,correct/mnist_0816_label2_pred2.hex
817,6,0,incorrect,incorrect/mnist_0817_label6_pred0.hex
818,1,1,correct,correct/mnist_0818_label1_pred1.hex
819,3,3,correct,correct/mnist_0819_label3_pred3.hex
820,6,6,correct,correct/mnist_0820_label6_pred6.hex
821,0,0,correct,correct/mnist_0821_label0_pred0.hex
822,7,7,correct,correct/mnist_0822_label7_pred7.hex
823,2,2,correct,correct/mnist_0823_label2_pred2.hex
824,1,1,correct,correct/mnist_0824_label1_pred1.hex
825,7,7,correct,correct/mnist_0825_label7_pred7.hex
826,1,1,correct,correct/mnist_0826_label1_pred1.hex
827,4,4,correct,correct/mnist_0827_label4_pred4.hex
828,2,2,correct,correct/mnist_0828_label2_pred2.hex
829,4,8,incorrect,incorrect/mnist_0829_label4_pred8.hex
830,2,2,correct,correct/mnist_0830_label2_pred2.hex
831,1,1,correct,correct/mnist_0831_label1_pred1.hex
832,7,7,correct,correct/mnist_0832_label7_pred7.hex
833,9,9,correct,correct/mnist_0833_label9_pred9.hex
834,6,6,correct,correct/mnist_0834_label6_pred6.hex
835,1,1,correct,correct/mnist_0835_label1_pred1.hex
836,1,1,correct,correct/mnist_0836_label1_pred1.hex
837,2,2,correct,correct/mnist_0837_label2_pred2.hex
838,4,4,correct,correct/mnist_0838_label4_pred4.hex
839,8,3,incorrect,incorrect/mnist_0839_label8_pred3.hex
840,1,1,correct,correct/mnist_0840_label1_pred1.hex
841,7,7,correct,correct/mnist_0841_label7_pred7.hex
842,7,3,incorrect,incorrect/mnist_0842_label7_pred3.hex
843,4,4,correct,correct/mnist_0843_label4_pred4.hex
844,8,2,incorrect,incorrect/mnist_0844_label8_pred2.hex
845,0,0,correct,correct/mnist_0845_label0_pred0.hex
846,7,7,correct,correct/mnist_0846_label7_pred7.hex
847,3,3,correct,correct/mnist_0847_label3_pred3.hex
848,1,1,correct,correct/mnist_0848_label1_pred1.hex
849,3,3,correct,correct/mnist_0849_label3_pred3.hex
850,1,1,correct,correct/mnist_0850_label1_pred1.hex
851,0,0,correct,correct/mnist_0851_label0_pred0.hex
852,7,7,correct,correct/mnist_0852_label7_pred7.hex
853,7,7,correct,correct/mnist_0853_label7_pred7.hex
854,0,0,correct,correct/mnist_0854_label0_pred0.hex
855,3,3,correct,correct/mnist_0855_label3_pred3.hex
856,5,5,correct,correct/mnist_0856_label5_pred5.hex
857,5,3,incorrect,incorrect/mnist_0857_label5_pred3.hex
858,2,2,correct,correct/mnist_0858_label2_pred2.hex
859,7,7,correct,correct/mnist_0859_label7_pred7.hex
860,6,6,correct,correct/mnist_0860_label6_pred6.hex
861,6,6,correct,correct/mnist_0861_label6_pred6.hex
862,9,9,correct,correct/mnist_0862_label9_pred9.hex
863,2,2,correct,correct/mnist_0863_label2_pred2.hex
864,8,8,correct,correct/mnist_0864_label8_pred8.hex
865,3,3,correct,correct/mnist_0865_label3_pred3.hex
866,5,5,correct,correct/mnist_0866_label5_pred5.hex
867,2,2,correct,correct/mnist_0867_label2_pred2.hex
868,2,2,correct,correct/mnist_0868_label2_pred2.hex
869,5,5,correct,correct/mnist_0869_label5_pred5.hex
870,6,6,correct,correct/mnist_0870_label6_pred6.hex
871,0,0,correct,correct/mnist_0871_label0_pred0.hex
872,8,8,correct,correct/mnist_0872_label8_pred8.hex
873,2,2,correct,correct/mnist_0873_label2_pred2.hex
874,9,9,correct,correct/mnist_0874_label9_pred9.hex
875,2,2,correct,correct/mnist_0875_label2_pred2.hex
876,8,8,correct,correct/mnist_0876_label8_pred8.hex
877,8,2,incorrect,incorrect/mnist_0877_label8_pred2.hex
878,8,8,correct,correct/mnist_0878_label8_pred8.hex
879,8,8,correct,correct/mnist_0879_label8_pred8.hex
880,7,7,correct,correct/mnist_0880_label7_pred7.hex
881,4,9,incorrect,incorrect/mnist_0881_label4_pred9.hex
882,9,7,incorrect,incorrect/mnist_0882_label9_pred7.hex
883,3,3,correct,correct/mnist_0883_label3_pred3.hex
884,0,0,correct,correct/mnist_0884_label0_pred0.hex
885,6,6,correct,correct/mnist_0885_label6_pred6.hex
886,6,6,correct,correct/mnist_0886_label6_pred6.hex
887,3,3,correct,correct/mnist_0887_label3_pred3.hex
888,2,2,correct,correct/mnist_0888_label2_pred2.hex
889,1,1,correct,correct/mnist_0889_label1_pred1.hex
890,3,3,correct,correct/mnist_0890_label3_pred3.hex
891,2,2,correct,correct/mnist_0891_label2_pred2.hex
892,2,2,correct,correct/mnist_0892_label2_pred2.hex
893,9,7,incorrect,incorrect/mnist_0893_label9_pred7.hex
894,3,3,correct,correct/mnist_0894_label3_pred3.hex
895,0,0,correct,correct/mnist_0895_label0_pred0.hex
896,0,0,correct,correct/mnist_0896_label0_pred0.hex
897,5,5,correct,correct/mnist_0897_label5_pred5.hex
898,7,8,incorrect,incorrect/mnist_0898_label7_pred8.hex
899,8,8,correct,correct/mnist_0899_label8_pred8.hex
900,1,1,correct,correct/mnist_0900_label1_pred1.hex
901,4,4,correct,correct/mnist_0901_label4_pred4.hex
902,4,4,correct,correct/mnist_0902_label4_pred4.hex
903,6,6,correct,correct/mnist_0903_label6_pred6.hex
904,0,0,correct,correct/mnist_0904_label0_pred0.hex
905,2,2,correct,correct/mnist_0905_label2_pred2.hex
906,9,9,correct,correct/mnist_0906_label9_pred9.hex
907,1,1,correct,correct/mnist_0907_label1_pred1.hex
908,4,4,correct,correct/mnist_0908_label4_pred4.hex
909,7,7,correct,correct/mnist_0909_label7_pred7.hex
910,4,4,correct,correct/mnist_0910_label4_pred4.hex
911,7,7,correct,correct/mnist_0911_label7_pred7.hex
912,3,3,correct,correct/mnist_0912_label3_pred3.hex
913,9,9,correct,correct/mnist_0913_label9_pred9.hex
914,8,8,correct,correct/mnist_0914_label8_pred8.hex
915,8,8,correct,correct/mnist_0915_label8_pred8.hex
916,4,4,correct,correct/mnist_0916_label4_pred4.hex
917,7,7,correct,correct/mnist_0917_label7_pred7.hex
918,1,1,correct,correct/mnist_0918_label1_pred1.hex
919,2,2,correct,correct/mnist_0919_label2_pred2.hex
920,1,1,correct,correct/mnist_0920_label1_pred1.hex
921,2,2,correct,correct/mnist_0921_label2_pred2.hex
922,2,2,correct,correct/mnist_0922_label2_pred2.hex
923,3,3,correct,correct/mnist_0923_label3_pred3.hex
924,2,7,incorrect,incorrect/mnist_0924_label2_pred7.hex
925,3,3,correct,correct/mnist_0925_label3_pred3.hex
926,2,2,correct,correct/mnist_0926_label2_pred2.hex
927,3,3,correct,correct/mnist_0927_label3_pred3.hex
928,9,9,correct,correct/mnist_0928_label9_pred9.hex
929,1,1,correct,correct/mnist_0929_label1_pred1.hex
930,7,7,correct,correct/mnist_0930_label7_pred7.hex
931,4,4,correct,correct/mnist_0931_label4_pred4.hex
932,0,0,correct,correct/mnist_0932_label0_pred0.hex
933,3,3,correct,correct/mnist_0933_label3_pred3.hex
934,5,5,correct,correct/mnist_0934_label5_pred5.hex
935,5,5,correct,correct/mnist_0935_label5_pred5.hex
936,8,8,correct,correct/mnist_0936_label8_pred8.hex
937,6,6,correct,correct/mnist_0937_label6_pred6.hex
938,3,5,incorrect,incorrect/mnist_0938_label3_pred5.hex
939,2,0,incorrect,incorrect/mnist_0939_label2_pred0.hex
940,6,6,correct,correct/mnist_0940_label6_pred6.hex
941,7,7,correct,correct/mnist_0941_label7_pred7.hex
942,6,6,correct,correct/mnist_0942_label6_pred6.hex
943,6,6,correct,correct/mnist_0943_label6_pred6.hex
944,3,3,correct,correct/mnist_0944_label3_pred3.hex
945,2,2,correct,correct/mnist_0945_label2_pred2.hex
946,7,7,correct,correct/mnist_0946_label7_pred7.hex
